Age,Gender,Home_Ownership,Loan_Purpose,Loan_Int_Rate,Payment_History,Previous_Loan,Parental_Income_IDR_Monthly,Loan_Amount_IDR,Working_Student,Course_Credits,Liability,Attendance,Grade_Average,Parent_Job,Residence_Type,Label
25,L,rent,education,3,48,Yes,20369216.83333333,15921732,Bekerja_Karena_Butuh,19,4,70.555433335744,3.1492782826614785,Nurse,Rural,Tidak Layak
21,P,rent,personal,3,36,No,51554434.345496535,16881911,Bekerja_Optional,19,3,88.837718969212,2.930173761392272,Wiraswasta,Urban,Tidak Layak
25,L,rent,venture,3,24,No,12194092.367236588,14328134,Bekerja_Optional,19,2,75.99772238961339,3.0565906753521452,Petani,Rural,Tidak Layak
23,P,rent,education,3,48,Yes,26181251.720983304,16140918,Bekerja_Karena_Butuh,22,3,73.56383857060074,1.924452896293654,Wiraswasta,Rural,Tidak Layak
24,L,mortgage,education,3,24,Yes,39582598.0315886,4445356,Bekerja_Optional,20,1,66.55874267460067,2.4337274301603853,Petani,Rural,Tidak Layak
22,P,rent,venture,3,36,Yes,30311456.02240779,15675875,Bekerja_Optional,18,3,78.17140036792686,2.5680756926376587,Wiraswasta,Rural,Tidak Layak
24,L,own,venture,3,36,Yes,21795899.29509446,16046207,Bekerja_Optional,19,3,71.64682018204809,3.517168786018747,Petani,Rural,Layak
25,P,mortgage,medical,3,36,No,79608517.08333333,26718568,Bekerja_Optional,23,1,97.1550967318592,4.0,PNS,Rural,Layak
25,P,mortgage,education,3,36,Yes,37454236.04837585,25942943,Bekerja_Optional,19,3,69.74788462840796,3.225509266362518,Nurse,Rural,Layak
22,P,own,personal,3,36,No,29604725.58333333,21487666,Bekerja_Karena_Butuh,21,3,86.96215830099834,2.2253254507354936,Wiraswasta,Urban,Layak
23,L,rent,venture,3,48,No,31663875.606167547,30937280,Bekerja_Optional,19,3,97.97390307102668,2.8906811645582566,Wiraswasta,Rural,Tidak Layak
22,P,mortgage,education,3,36,Yes,32028226.10085003,15194314,Bekerja_Karena_Butuh,20,2,78.78434289702918,1.5766552339361952,Wiraswasta,Urban,Layak
23,L,mortgage,venture,3,36,Yes,53033131.68414818,19726827,Bekerja_Optional,20,2,74.36647056315773,1.8636061189713211,Pedagang,Urban,Layak
24,P,rent,venture,3,24,Yes,35621086.583333336,22539773,Bekerja_Optional,21,2,91.43336332598052,2.6643733954619697,Wirausaha,Urban,Tidak Layak
23,L,mortgage,medical,3,48,Yes,25565723.724688727,29865485,Bekerja_Optional,22,3,92.0013703932274,3.4150118873444626,Petani,Rural,Layak
23,L,rent,education,3,24,Yes,37053336.66666666,37277640,Bekerja_Optional,18,3,78.16267065958849,3.1580440793600517,Teacher,Rural,Tidak Layak
25,L,rent,medical,3,36,No,16384617.166666666,13410465,Bekerja_Karena_Butuh,20,3,71.79103904559159,2.294596129268894,Petani,Urban,Tidak Layak
22,P,rent,personal,3,36,No,41474485.143719316,25715316,Bekerja_Karena_Butuh,20,3,69.93512708993117,2.8630345154244488,Petani,Rural,Tidak Layak
24,L,rent,venture,3,24,No,7076256.416666667,5811865,Bekerja_Karena_Butuh,19,3,83.09155210039737,1.585713831370916,Petani,Urban,Tidak Layak
23,P,rent,medical,3,48,Yes,35181391.99819828,16416238,Bekerja_Karena_Butuh,19,3,74.28556715541221,2.895882076046283,Petani,Urban,Layak
21,L,rent,personal,3,48,Yes,27748517.33333333,21126527,Bekerja_Karena_Butuh,18,3,85.52421510542845,4.0,Petani,Rural,Layak
22,P,mortgage,medical,3,36,No,4047333.3333333335,27207914,Bekerja_Karena_Butuh,21,4,78.51710258485524,3.3171807771931645,Wiraswasta,Urban,Tidak Layak
22,L,mortgage,personal,3,24,No,30801218.5,19227922,Bekerja_Optional,19,3,80.00762392480434,2.9130712300025,Wiraswasta,Urban,Tidak Layak
24,P,rent,education,3,36,Yes,26051358.371469587,14533397,Bekerja_Karena_Butuh,20,3,76.65216787117822,1.9272096827202185,PNS,Urban,Tidak Layak
22,P,rent,education,3,36,No,18599014.416666668,18176889,Bekerja_Karena_Butuh,20,3,77.39721492373619,2.9311282564286025,Petani,Urban,Tidak Layak
24,P,mortgage,personal,3,48,No,24467065.15134673,25107257,Bekerja_Karena_Butuh,20,2,89.86797821626146,2.253229883850456,Petani,Urban,Tidak Layak
22,L,rent,medical,3,36,No,21260642.0,17043495,Bekerja_Karena_Butuh,19,2,75.15473645510282,2.004079032846797,Nurse,Rural,Tidak Layak
22,L,rent,education,3,24,No,46125434.333333336,19867156,Bekerja_Optional,21,2,79.30195385482018,3.3235674478579025,Wiraswasta,Urban,Tidak Layak
24,L,rent,medical,3,48,Yes,100000000.0,25824582,Bekerja_Optional,18,1,80.23419873538535,3.9974282104718335,Wiraswasta,Rural,Layak
22,P,mortgage,medical,3,36,Yes,33103813.860352367,27000883,Bekerja_Optional,24,3,70.43113686390876,1.7896658553988185,Petani,Urban,Layak
23,P,rent,personal,3,48,No,46174002.333333336,23199550,Bekerja_Optional,22,2,95.77457310885576,1.651809148650538,Petani,Urban,Layak
24,L,mortgage,education,3,48,No,61763824.41666666,22366948,Bekerja_Optional,19,2,66.66598275310844,3.144618578389262,Wirausaha,Rural,Layak
22,L,rent,medical,3,48,Yes,18672372.33333333,16196178,Bekerja_Karena_Butuh,20,5,96.97269951854886,2.7082247587387376,Sudah Meninggal,Rural,Tidak Layak
22,L,rent,personal,3,36,No,26141211.042872056,25768956,Bekerja_Optional,19,3,81.50701394171644,2.3845995411043743,PNS,Rural,Tidak Layak
22,P,rent,venture,3,60,No,9427757.083333334,8575115,Bekerja_Karena_Butuh,21,3,70.68714214707583,3.462447591877581,Wiraswasta,Urban,Layak
24,P,rent,education,3,36,No,19487404.08333333,15598703,Bekerja_Karena_Butuh,19,3,73.31395513435857,3.021781495109068,Sudah Meninggal,Urban,Tidak Layak
22,L,rent,education,3,48,Yes,17584651.5,14535716,Bekerja_Karena_Butuh,19,3,80.30885756818421,2.135368111112802,Petani,Rural,Tidak Layak
23,L,rent,education,3,24,Yes,22450052.08333333,14970267,Bekerja_Karena_Butuh,19,0,84.47158700931443,3.2918705259760284,Wiraswasta,Rural,Tidak Layak
24,P,mortgage,personal,3,24,Yes,42916404.91666666,18825884,Bekerja_Optional,22,2,74.9296963120929,3.24658188357574,Wiraswasta,Rural,Tidak Layak
24,P,rent,venture,3,48,Yes,16814516.413748704,14998986,Bekerja_Karena_Butuh,21,2,78.70873028940484,3.0191533015286613,PNS,Rural,Tidak Layak
25,L,mortgage,venture,3,24,Yes,24603007.846954614,13503228,Bekerja_Karena_Butuh,23,3,100.0,3.7990091374435107,Petani,Rural,Tidak Layak
24,L,rent,venture,3,24,Yes,49987602.16666666,18929999,Bekerja_Optional,18,2,83.68135970485625,3.200971826407944,Wiraswasta,Rural,Tidak Layak
23,L,rent,personal,3,36,Yes,33985458.0,20762987,Bekerja_Optional,18,3,77.97075724294861,2.3797939201428258,Petani,Urban,Tidak Layak
23,P,rent,medical,3,36,Yes,37457516.915901534,16888144,Bekerja_Karena_Butuh,18,1,68.44141377631408,3.723813530362503,Petani,Urban,Layak
25,P,mortgage,education,3,24,Yes,4047333.3333333335,10485846,Bekerja_Karena_Butuh,20,3,74.80375098541386,2.12733588031926,Petani,Urban,Tidak Layak
25,P,rent,education,3,24,Yes,46685010.474754654,16158078,Bekerja_Optional,18,3,68.30731570679505,2.5634017382770766,Wiraswasta,Rural,Tidak Layak
22,P,rent,education,3,36,No,20347035.82992497,20227665,Bekerja_Karena_Butuh,20,1,76.23130993552779,2.758261416363754,Petani,Rural,Layak
21,P,rent,education,3,36,No,11381607.25,9761740,Bekerja_Karena_Butuh,20,3,93.59146563937364,2.44005688015944,Wiraswasta,Rural,Layak
24,P,rent,venture,3,24,No,8085054.25,7515536,Bekerja_Karena_Butuh,21,2,62.818835781497526,3.1966627665399683,PNS,Urban,Tidak Layak
24,P,rent,education,3,48,No,26075382.075793378,11304171,Bekerja_Karena_Butuh,19,4,76.00200839983812,2.1756233842487456,Wiraswasta,Urban,Tidak Layak
23,P,rent,venture,3,36,No,30741014.416666668,18354025,Bekerja_Optional,22,3,60.38644674940166,2.243626393999472,Karyawan Swasta,Urban,Tidak Layak
23,L,rent,education,3,36,Yes,27974396.811697602,15305202,Bekerja_Optional,19,1,94.18262459722314,2.478466879823256,Sudah Meninggal,Urban,Layak
21,L,rent,education,3,24,Yes,17228992.083333332,15548485,Bekerja_Karena_Butuh,20,3,65.90184784190386,2.6356534145018915,Petani,Urban,Tidak Layak
23,P,mortgage,education,3,24,No,37884318.34303694,24279241,Bekerja_Karena_Butuh,21,4,72.32969011321482,2.9179285346607764,Sudah Meninggal,Rural,Tidak Layak
23,P,mortgage,venture,3,48,No,41883323.083333336,16940257,Bekerja_Optional,23,1,99.25032703193165,1.9962700215467568,Wiraswasta,Urban,Layak
22,P,own,venture,3,36,Yes,23961883.871107664,21065055,Bekerja_Optional,23,0,80.7957499816777,2.407398878907412,Petani,Rural,Layak
22,P,rent,medical,3,36,No,16937078.166666668,15657054,Bekerja_Karena_Butuh,22,2,84.10004983349565,3.460362468007043,Wiraswasta,Urban,Layak
25,L,rent,medical,3,24,No,36558721.64758697,24157991,Bekerja_Karena_Butuh,21,2,93.65137601194571,2.6565848695380767,Petani,Rural,Tidak Layak
24,L,rent,venture,3,48,Yes,46094067.5,17827460,Bekerja_Optional,20,2,95.27732743140396,3.627725031941011,Wiraswasta,Rural,Layak
25,P,mortgage,medical,3,24,Yes,51646502.91666666,20814029,Bekerja_Optional,21,2,91.55745040832475,2.734334110214604,Wiraswasta,Urban,Tidak Layak
24,P,rent,venture,3,24,Yes,32039334.88091993,14047385,Bekerja_Karena_Butuh,20,2,88.25999712535767,2.4137142336755666,Wiraswasta,Rural,Tidak Layak
21,L,own,education,3,48,No,61977949.97419031,21690556,Bekerja_Karena_Butuh,23,1,84.67295278135161,3.4547498150710436,Petani,Urban,Layak
22,P,rent,venture,3,24,Yes,47643690.25,26086521,Bekerja_Optional,21,1,69.33839765577838,3.1683642980277487,Wiraswasta,Rural,Tidak Layak
25,P,rent,venture,3,48,Yes,59272150.73066302,18434560,Bekerja_Optional,21,1,73.80671619306558,3.0743894082611942,Wiraswasta,Urban,Layak
23,L,rent,education,3,48,No,23019208.33333333,15797785,Bekerja_Karena_Butuh,20,2,74.95214381510193,3.79306154858667,Petani,Urban,Layak
25,L,mortgage,venture,3,24,Yes,30726300.78637674,22342130,Bekerja_Optional,18,2,83.24370880387923,3.4924656114617787,Wiraswasta,Rural,Tidak Layak
23,L,rent,personal,3,24,No,11749914.583333334,9263687,Bekerja_Karena_Butuh,19,4,77.58663656307016,2.5993728192705734,Sudah Meninggal,Rural,Tidak Layak
24,P,mortgage,medical,3,48,Yes,14051266.63717676,20180942,Bekerja_Karena_Butuh,22,2,91.20648307495956,3.3837538056464846,Petani,Urban,Layak
25,L,rent,medical,3,36,No,15611401.141777737,15954067,Bekerja_Karena_Butuh,22,2,79.98987033031473,2.325548229030103,Wiraswasta,Urban,Tidak Layak
24,P,rent,personal,3,24,No,44143733.270772085,15172079,Bekerja_Karena_Butuh,18,1,71.26343940922538,2.308155005379579,Wiraswasta,Rural,Tidak Layak
23,L,own,venture,3,36,Yes,50717191.9631969,13314065,Bekerja_Optional,23,3,65.89752531388022,3.344694734077034,Wiraswasta,Urban,Layak
22,L,own,education,3,48,Yes,51995585.41666666,27358986,Bekerja_Optional,23,2,78.21540213291392,3.653823325702378,Wiraswasta,Urban,Layak
22,P,rent,education,3,24,Yes,26445744.70468676,22349835,Bekerja_Optional,20,2,84.35454160569475,3.039071381490055,Petani,Urban,Tidak Layak
21,P,rent,education,3,48,No,53153176.81766921,24265820,Bekerja_Karena_Butuh,19,2,86.70027277284902,3.444993965087102,Pensiunan,Rural,Layak
25,P,rent,education,3,36,Yes,32805660.33333333,20177837,Bekerja_Optional,21,3,55.40735198671065,4.0,Wiraswasta,Rural,Tidak Layak
23,L,rent,education,3,36,Yes,4154915.4158650376,21840790,Bekerja_Karena_Butuh,19,3,70.41030379056578,3.1067802247863794,Sudah Meninggal,Urban,Tidak Layak
25,P,mortgage,medical,3,36,No,24749949.25,19221695,Bekerja_Karena_Butuh,23,1,80.50945096719133,3.3549580550478333,Buruh,Urban,Layak
22,L,rent,personal,3,24,Yes,27978203.5,19880053,Bekerja_Karena_Butuh,18,2,83.04433692649016,2.9169287799646275,PNS,Urban,Tidak Layak
24,L,rent,venture,3,48,Yes,35530525.280899175,19500445,Bekerja_Karena_Butuh,23,1,99.56326557939113,2.6353011078339206,Petani,Rural,Layak
24,L,own,venture,3,36,No,39597378.35758449,15095722,Bekerja_Optional,21,2,89.27859811454627,1.9261604448022245,Petani,Rural,Layak
22,L,rent,venture,3,48,No,4047333.3333333335,19181299,Bekerja_Karena_Butuh,20,2,73.72939268325126,1.704497147418754,Sudah Meninggal,Urban,Tidak Layak
24,P,mortgage,personal,3,48,No,30832585.33333333,15939004,Bekerja_Optional,22,3,80.6753089922321,2.9443028481711706,Wiraswasta,Urban,Layak
25,P,rent,medical,3,24,No,14723876.358817339,21705760,Bekerja_Karena_Butuh,20,3,74.18209297929091,2.5138645905624872,Wiraswasta,Urban,Tidak Layak
25,P,rent,venture,3,48,No,4047333.3333333335,3561804,Bekerja_Karena_Butuh,19,3,79.12410191524921,3.443559903073263,Wiraswasta,Urban,Tidak Layak
24,L,rent,education,3,36,No,12208781.0,10882849,Bekerja_Karena_Butuh,20,2,95.97923491258268,2.810555566596841,Nurse,Urban,Tidak Layak
24,L,rent,education,3,24,Yes,36182245.92475246,9648293,Bekerja_Karena_Butuh,22,2,82.19203050101989,2.7627510064897,Wiraswasta,Rural,Tidak Layak
24,P,mortgage,personal,3,48,No,33352556.25,20647255,Bekerja_Optional,19,2,71.80872759914088,2.949426909075577,Petani,Urban,Tidak Layak
24,P,rent,venture,3,48,No,6559209.583333333,5047750,Bekerja_Karena_Butuh,19,2,84.75281802751762,2.88559523141777,Wiraswasta,Urban,Tidak Layak
23,L,mortgage,medical,3,36,No,20349708.441029914,22513538,Bekerja_Optional,21,3,65.03128766049451,3.393888942323648,Petani,Rural,Layak
23,P,mortgage,medical,3,36,Yes,34400145.80539908,13514692,Bekerja_Optional,19,2,90.7560769463706,2.4228207251347573,Wiraswasta,Urban,Layak
22,P,rent,personal,3,24,No,37076384.24460201,21291329,Bekerja_Karena_Butuh,20,2,62.62829769326285,2.3854442875716693,Buruh,Rural,Tidak Layak
25,L,rent,venture,3,24,No,18551514.539013244,14989950,Bekerja_Karena_Butuh,19,2,87.91396198302446,2.7509903647270657,Nelayan,Urban,Tidak Layak
23,L,rent,personal,3,48,No,26106817.75,18122584,Bekerja_Karena_Butuh,19,2,85.85594930737984,4.0,Wiraswasta,Urban,Tidak Layak
22,P,mortgage,personal,3,36,Yes,30851304.25,16361033,Bekerja_Optional,22,3,95.92008733938096,2.330112945845697,Wiraswasta,Rural,Layak
23,L,rent,education,3,36,Yes,49646614.333333336,25268235,Bekerja_Optional,22,2,78.457306595555,3.132813462140751,Wiraswasta,Urban,Layak
23,L,mortgage,education,3,48,No,28211970.12828051,17628258,Bekerja_Karena_Butuh,20,2,72.40745498960086,2.7259262667778166,Wiraswasta,Rural,Layak
23,P,mortgage,education,3,48,Yes,58268952.083333336,15612124,Bekerja_Optional,18,2,63.82312645407725,2.72588249813649,Nurse,Rural,Layak
25,L,mortgage,medical,3,36,No,30202719.08333333,19696759,Bekerja_Optional,21,2,98.46325189106464,2.897109546404326,Buruh,Rural,Layak
25,P,rent,venture,3,36,No,41452192.64321412,20134047,Bekerja_Karena_Butuh,21,1,73.74024916978792,2.60317976574425,Buruh,Rural,Layak
24,L,rent,venture,3,48,Yes,37609849.60697367,16347248,Bekerja_Optional,19,3,89.81051042303804,2.8722920331997974,Wiraswasta,Urban,Layak
22,L,mortgage,education,3,48,Yes,27910410.666666668,22621866,Bekerja_Karena_Butuh,22,2,73.12477184462104,1.957849336461372,Karyawan Swasta,Rural,Layak
23,L,mortgage,personal,3,36,Yes,4047333.3333333335,29603165,Bekerja_Karena_Butuh,21,2,74.61390537371693,3.1388910249416386,Wiraswasta,Rural,Tidak Layak
23,P,rent,medical,3,24,Yes,17347882.5,15626326,Bekerja_Karena_Butuh,21,3,71.744143952903,2.803512946058734,Wiraswasta,Urban,Tidak Layak
21,P,rent,medical,3,36,No,17440971.166666668,14404029,Bekerja_Karena_Butuh,18,3,69.63768949764031,2.842570813364352,Pensiunan,Urban,Tidak Layak
23,L,rent,medical,3,36,Yes,47331770.82081731,23543810,Bekerja_Karena_Butuh,18,2,88.76812390498463,2.422790181797808,Petani,Urban,Layak
22,P,rent,personal,3,48,Yes,20819089.94111696,18563920,Bekerja_Karena_Butuh,23,2,97.55609869464749,2.3975368753206645,Wiraswasta,Urban,Layak
23,P,mortgage,personal,3,48,Yes,34495927.916666664,22346924,Bekerja_Optional,20,3,92.24552525301652,2.6227138222501982,Buruh,Urban,Layak
24,P,rent,medical,3,48,Yes,29545027.416666668,21815183,Bekerja_Karena_Butuh,19,2,87.67086773860831,2.652714390555873,Buruh,Urban,Layak
22,L,rent,medical,3,36,Yes,35179927.25,18232255,Bekerja_Optional,21,3,85.35321652605947,3.07124968760414,Wiraswasta,Urban,Layak
24,P,rent,venture,3,36,Yes,42949795.41666666,36108025,Bekerja_Optional,20,2,90.4652605304632,3.335601371826457,Wiraswasta,Urban,Layak
23,L,own,personal,3,24,Yes,25946948.08333333,19395713,Bekerja_Karena_Butuh,22,2,81.59020848621446,3.171971004693737,Wiraswasta,Rural,Tidak Layak
25,P,mortgage,education,3,36,No,4047333.3333333335,22579473,Bekerja_Karena_Butuh,21,2,78.30961172235958,3.0758491493231688,Petani,Urban,Tidak Layak
22,P,mortgage,personal,3,48,Yes,37273410.41666666,30249450,Bekerja_Optional,24,3,64.4905907746552,2.9149329417533414,Wiraswasta,Urban,Layak
22,P,rent,education,3,36,Yes,27873478.75,21195256,Bekerja_Karena_Butuh,20,0,88.02515305216393,3.107283920095844,Petani,Rural,Layak
24,L,rent,personal,3,24,Yes,36913016.39327994,23074258,Bekerja_Optional,18,2,71.80731553894455,2.452326687161301,Karyawan Swasta,Urban,Tidak Layak
23,L,rent,education,3,48,Yes,71373711.5,19450189,Bekerja_Optional,21,1,64.25291420604303,2.536483092509423,PNS,Urban,Layak
23,P,rent,education,3,36,Yes,17254793.833333332,15387016,Bekerja_Karena_Butuh,24,3,74.47857495828174,2.721695899958655,Buruh,Rural,Tidak Layak
23,L,rent,personal,3,36,No,18684514.33333333,14416830,Bekerja_Karena_Butuh,20,2,73.2909982381695,4.0,Nurse,Rural,Tidak Layak
24,L,mortgage,medical,3,24,No,30477024.57791708,17013302,Bekerja_Optional,18,2,91.81483886543542,3.7843654247081266,Petani,Urban,Tidak Layak
24,L,rent,venture,3,60,Yes,25338330.33333333,20853420,Bekerja_Karena_Butuh,19,1,79.75243962410094,2.992103099409586,Wiraswasta,Urban,Tidak Layak
23,L,rent,education,3,48,Yes,38933554.25557176,30577209,Bekerja_Optional,21,3,55.00133175820095,3.3527727690108784,Nurse,Urban,Layak
23,L,rent,venture,3,36,Yes,13256534.416666666,11663507,Bekerja_Karena_Butuh,18,4,77.62339676231147,2.74114619567236,Nurse,Rural,Tidak Layak
23,L,rent,venture,3,48,Yes,30904931.416666668,19742883,Bekerja_Optional,20,2,78.38607667415559,2.0409049995027178,Petani,Rural,Tidak Layak
25,L,rent,personal,3,48,No,14433802.5,12140276,Bekerja_Karena_Butuh,19,3,84.65998863541189,3.1011469703956718,Nurse,Urban,Tidak Layak
24,P,own,venture,3,36,Yes,46263549.583333336,24205419,Bekerja_Optional,21,2,94.32144859660217,2.2615304473459297,Pensiunan,Urban,Layak
22,P,rent,education,3,36,No,30060633.451394904,3173657,Bekerja_Karena_Butuh,20,1,82.41030505272147,3.2677324393326215,Pensiunan,Rural,Layak
24,L,rent,education,3,36,No,45097772.024122484,16141301,Bekerja_Karena_Butuh,22,2,85.3244589910129,3.3986461068481733,Petani,Urban,Layak
22,P,rent,medical,3,24,Yes,36932928.5,25484178,Bekerja_Optional,19,2,79.0697496109634,2.769463459570759,Buruh,Urban,Tidak Layak
21,P,rent,personal,3,36,No,7865992.333333333,7218657,Bekerja_Karena_Butuh,19,2,90.5411541705088,3.158546134398859,Petani,Rural,Tidak Layak
23,P,rent,venture,3,48,Yes,11788442.369752936,18864236,Bekerja_Optional,21,2,99.12360613185072,3.132246475163153,Wiraswasta,Urban,Tidak Layak
24,L,mortgage,venture,3,24,Yes,20515932.666666668,21734697,Bekerja_Karena_Butuh,19,4,84.43633294871637,2.545219697975235,Nurse,Rural,Tidak Layak
23,L,mortgage,venture,3,36,No,41533633.87798492,34980974,Bekerja_Karena_Butuh,22,2,91.01297382927328,3.0236184700248843,Wiraswasta,Rural,Layak
25,P,rent,medical,3,36,Yes,29576394.25,21711057,Bekerja_Karena_Butuh,20,2,73.59838345121166,3.545464676277294,Wiraswasta,Urban,Layak
24,P,own,personal,3,24,Yes,29099099.67128279,16224670,Bekerja_Karena_Butuh,21,3,70.56822012490841,2.86202598567757,Karyawan Swasta,Rural,Tidak Layak
25,P,mortgage,medical,3,36,Yes,22310925.0,15082570,Bekerja_Karena_Butuh,22,2,88.78930936039409,2.7362686112414885,Wiraswasta,Urban,Layak
24,L,mortgage,education,3,48,Yes,57088142.583333336,14230341,Bekerja_Optional,21,1,95.27285729116942,3.359024314140773,Petani,Urban,Layak
22,P,mortgage,venture,3,36,Yes,36989591.16666666,36975425,Bekerja_Optional,20,2,83.41977742653759,1.6087730344467863,Buruh,Rural,Tidak Layak
24,P,rent,education,3,36,Yes,39909742.16666666,17259205,Bekerja_Optional,20,1,93.1930678845524,2.3213490214746253,PNS,Rural,Layak
24,L,mortgage,personal,3,36,No,43003342.449457355,29629920,Bekerja_Karena_Butuh,23,2,69.60855391005313,3.7325647612909565,Wiraswasta,Urban,Layak
23,L,rent,medical,3,36,No,42489411.25,22434454,Bekerja_Optional,20,2,64.23519505901754,2.9762738793345047,Nurse,Rural,Layak
23,L,rent,medical,3,36,No,39992206.583333336,14638066,Bekerja_Optional,20,1,75.07154171124404,2.682143601101603,PNS,Rural,Layak
25,P,rent,medical,3,48,Yes,37088244.91666666,22255013,Bekerja_Optional,19,2,88.3747956534179,2.4768080897746616,Karyawan Swasta,Urban,Layak
21,L,rent,education,3,36,No,13760933.333333334,12692234,Bekerja_Karena_Butuh,19,4,87.12010010345121,2.834054981322713,Petani,Rural,Tidak Layak
22,P,rent,personal,3,48,Yes,48009973.91666666,18927542,Bekerja_Optional,23,1,85.11616938743109,2.7464362479019235,Wiraswasta,Rural,Layak
23,P,rent,personal,3,36,Yes,67316161.33928949,17774715,Bekerja_Karena_Butuh,20,2,91.17237772871434,2.6630397561540775,Petani,Urban,Layak
23,P,mortgage,education,3,24,No,21080535.666666668,17695855,Bekerja_Karena_Butuh,22,2,73.76108927581618,1.4112924394606523,Petani,Rural,Tidak Layak
25,P,mortgage,medical,3,24,No,38589299.66666666,23506254,Bekerja_Optional,20,2,87.68959542080708,3.969347482776661,Wiraswasta,Urban,Tidak Layak
24,P,rent,personal,3,36,Yes,27632662.416666668,21989307,Bekerja_Karena_Butuh,22,1,88.75052268810234,2.046616186948597,Buruh,Urban,Layak
21,P,rent,medical,3,48,No,18619757.0,18594339,Bekerja_Karena_Butuh,18,2,94.85749380165352,2.4032546310694203,Petani,Urban,Tidak Layak
22,L,mortgage,venture,3,36,Yes,32127732.0,19373058,Bekerja_Optional,19,3,98.14447314450771,2.9002942324002463,Petani,Rural,Layak
21,P,rent,education,3,48,No,13173058.166666666,10302294,Bekerja_Karena_Butuh,22,2,79.80660915126526,1.9888010273525023,Sudah Meninggal,Urban,Tidak Layak
23,L,rent,education,3,48,No,11953799.0,11287721,Bekerja_Karena_Butuh,19,3,78.7387135439136,2.580944140794204,Petani,Rural,Tidak Layak
25,P,mortgage,venture,3,24,Yes,19126660.96467098,12073558,Bekerja_Karena_Butuh,20,2,63.22986183562459,2.763939759035262,Wiraswasta,Urban,Tidak Layak
24,P,rent,medical,3,24,Yes,21761513.457930177,20178559,Bekerja_Karena_Butuh,21,2,85.8000397241844,2.471529175183265,Wiraswasta,Urban,Tidak Layak
23,P,own,venture,3,48,Yes,29814175.08333333,23104696,Bekerja_Karena_Butuh,19,1,75.81805695023482,3.284601612192075,Buruh,Urban,Layak
24,P,rent,education,3,48,No,27641824.80468065,15756886,Bekerja_Karena_Butuh,19,0,90.16226220050937,2.435918827657788,Petani,Urban,Layak
22,P,rent,venture,3,36,Yes,54669743.78917196,18502404,Bekerja_Karena_Butuh,18,2,65.22550385735897,2.379824023738622,Wiraswasta,Rural,Layak
23,L,mortgage,venture,3,24,Yes,19056813.317386627,11836504,Bekerja_Optional,19,1,86.7938262115461,4.0,Petani,Urban,Tidak Layak
21,P,rent,education,3,36,No,20286318.255929627,19768812,Bekerja_Karena_Butuh,23,1,86.40859490035517,3.7055856955872297,Petani,Rural,Layak
21,L,rent,personal,3,48,No,28050341.754254293,25998638,Bekerja_Karena_Butuh,18,1,85.4506152272879,3.472844239731497,Wiraswasta,Rural,Layak
25,L,mortgage,medical,3,48,Yes,56721353.0,21661245,Bekerja_Optional,24,1,63.56216122412344,3.793784210260732,Petani,Urban,Layak
24,P,rent,venture,3,36,No,8418453.333333334,9228788,Bekerja_Karena_Butuh,18,3,43.10964060752101,3.483770072711568,Wiraswasta,Urban,Tidak Layak
23,L,own,medical,3,36,Yes,37079644.333333336,20818117,Bekerja_Optional,20,3,80.05895560558538,3.080456926778994,Wiraswasta,Rural,Layak
23,L,own,education,3,48,Yes,20514551.047402624,23152504,Bekerja_Karena_Butuh,20,2,83.73465007600679,3.9930875222901108,Wiraswasta,Urban,Layak
22,L,rent,personal,3,24,Yes,12734348.824998632,15763006,Bekerja_Optional,22,3,65.97673965838243,2.692186165276456,Sudah Meninggal,Urban,Tidak Layak
24,P,rent,medical,3,48,Yes,43010505.41666666,18216742,Bekerja_Optional,21,2,61.586465664486624,3.1211611076506123,Wiraswasta,Rural,Layak
23,P,rent,medical,3,48,Yes,18017982.875546835,16380504,Bekerja_Karena_Butuh,21,3,58.8349614047362,3.201326061590674,Petani,Rural,Tidak Layak
25,P,mortgage,education,3,60,Yes,13668856.5,12239452,Bekerja_Karena_Butuh,20,2,74.24836061321236,2.4126941318217865,PNS,Urban,Layak
25,L,mortgage,education,3,48,Yes,35872021.25,23916909,Bekerja_Optional,20,3,89.45827369829468,2.616185430902467,Buruh,Urban,Layak
25,L,rent,medical,3,36,Yes,23932387.916666668,16476567,Bekerja_Karena_Butuh,18,3,74.35145834126018,3.391130535691613,Petani,Rural,Tidak Layak
24,P,rent,education,3,24,Yes,22775926.378221903,15818000,Bekerja_Karena_Butuh,19,1,60.912228048004664,2.5904956887057753,PNS,Rural,Tidak Layak
25,L,rent,education,3,48,Yes,29384733.627073918,28118603,Bekerja_Optional,18,3,74.22626345467721,2.871708246474737,Wiraswasta,Urban,Tidak Layak
23,P,rent,medical,3,24,Yes,55170718.41666666,19217522,Bekerja_Optional,19,1,91.4254998618585,4.0,Karyawan Swasta,Rural,Tidak Layak
25,P,mortgage,venture,3,36,No,33315624.33333333,21286291,Bekerja_Optional,21,2,81.77223693723872,3.3698010529957507,Wiraswasta,Rural,Layak
23,P,rent,medical,3,48,No,9611340.578145124,22072652,Bekerja_Optional,23,3,82.67569372085335,2.687786135950948,PNS,Rural,Layak
25,P,rent,personal,3,36,Yes,19255881.661508135,12583659,Bekerja_Optional,20,3,96.37527098395438,3.2362045646030406,Wiraswasta,Rural,Tidak Layak
